,No,Branch_Code,Original_Name,Name,Generation,Height,Weight,Type1,Type2,Ability1,Ability2,Ability_Hidden,Color,Gender_Male,Gender_Female,Gender_Unknown,Egg_Steps,Egg_Group1,Egg_Group2,Get_Rate,Base_Experience,Experience_Type,Category,Mega_Evolution_Flag,Region_Form,HP,Attack,Defense,SP_Attack,SP_Defense,Speed,Total,E_HP,E_Attack,E_Defense,E_SP_Attack,E_SP_Defense,E_Speed
1023,852,852_0,Clobbopus,Clobbopus,8,0.6,4.0,Fighting,,Limber,,Technician,Brown,50.0,50.0,0,25,Water1,Human-Like,180,62,1059860,Ordinary,,,50,68,60,50,50,32,310,0,1,0,0,0,0
1024,853,853_0,Grapploct,Grapploct,8,1.6,39.0,Fighting,,Limber,,Technician,Blue,50.0,50.0,0,25,Water1,Human-Like,45,168,1059860,Ordinary,,,80,118,90,70,80,42,480,0,2,0,0,0,0
1025,854,854_0,Sinistea,Sinistea,8,0.1,0.2,Ghost,,Weak Armor,,Cursed Body,Purple,0.0,0.0,100,20,Mineral,Amorphous,120,62,1000000,Ordinary,,,40,45,45,74,54,50,308,0,0,0,1,0,0
1026,855,855_0,Polteageist,Polteageist,8,0.2,0.4,Ghost,,Weak Armor,,Cursed Body,Purple,0.0,0.0,100,20,Mineral,Amorphous,60,178,1000000,Ordinary,,,60,65,65,134,114,70,508,0,0,0,2,0,0
1027,856,856_0,Hatenna,Hatenna,8,0.4,3.4,Psychic,,Healer,Anticipation,Magic Bounce,Pink,0.0,100.0,0,20,Fairy,,235,53,1250000,Ordinary,,,42,30,45,56,53,39,265,0,0,0,1,0,0
1028,857,857_0,Hattrem,Hattrem,8,0.6,4.8,Psychic,,Healer,Anticipation,Magic Bounce,Pink,0.0,100.0,0,20,Fairy,,120,130,1250000,Ordinary,,,57,40,65,86,73,49,370,0,0,0,2,0,0
1029,858,858_0,Hatterene,Hatterene,8,2.1,5.1,Psychic,Fairy,Healer,Anticipation,Magic Bounce,Pink,0.0,100.0,0,20,Fairy,,45,255,1250000,Ordinary,,,57,90,95,136,103,29,510,0,0,0,3,0,0
1030,859,859_0,Impidimp,Impidimp,8,0.4,5.5,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,100.0,0.0,0,20,Fairy,Human-Like,255,53,1000000,Ordinary,,,45,45,30,55,40,50,265,0,0,0,1,0,0
1031,860,860_0,Morgrem,Morgrem,8,0.8,12.5,Dark,Fairy,Prankster,Frisk,Pickpocket,Pink,100.0,0.0,0,20,Fairy,Human-Like,120,130,1000000,Ordinary,,,65,60,45,75,55,70,370,0,0,0,2,0,0
1032,861,861_0,Grimmsnarl,Grimmsnarl,8,1.5,61.0,Dark,Fairy,Prankster,Frisk,Pickpocket,Purple,100.0,0.0,0,20,Fairy,Human-Like,45,255,1000000,Ordinary,,,95,120,65,95,75,60,510,0,3,0,0,0,0
1033,862,862_0,Obstagoon,Obstagoon,8,1.6,46.0,Dark,Normal,Reckless,Guts,Defiant,Gray,50.0,50.0,0,15,Ground,,45,260,1000000,Ordinary,,,93,90,101,60,81,95,520,0,0,3,0,0,0
1034,863,863_0,Perrserker,Perrserker,8,0.8,28.0,Steel,,Battle Armor,Tough Claws,Steely Spirit,Brown,50.0,50.0,0,20,Ground,,90,154,1000000,Ordinary,,,70,110,100,50,60,50,440,0,2,0,0,0,0
1035,864,864_0,Cursola,Cursola,8,1.0,0.4,Ghost,,Weak Armor,,Perish Body,White,25.0,75.0,0,20,Water1,Water3,30,179,800000,Ordinary,,,60,95,50,145,130,30,510,0,0,0,2,0,0
1036,865,865_0,Sirfetch'd,Sirfetch'd,8,0.8,117.0,Fighting,,Steadfast,,Scrappy,White,50.0,50.0,0,20,Flying,Ground,45,177,1000000,Ordinary,,,62,135,95,68,82,65,507,0,2,0,0,0,0
1037,866,866_0,Mr. Rime,Mr. Rime,8,1.5,58.2,Ice,Psychic,Tangled Feet,Screen Cleaner,Ice Body,Purple,50.0,50.0,0,25,Human-Like,,45,182,1000000,Ordinary,,,80,85,75,110,100,70,520,0,0,0,3,0,0
1038,867,867_0,Runerigus,Runerigus,8,1.6,66.6,Ground,Ghost,Wandering Spirit,,,Gray,50.0,50.0,0,25,Mineral,Amorphous,90,169,1000000,Ordinary,,,58,95,145,50,105,30,483,0,0,2,0,0,0
1039,868,868_0,Milcery,Milcery,8,0.2,0.3,Fairy,,Sweet Veil,,Aroma Veil,White,0.0,100.0,0,20,Fairy,Amorphous,200,54,1000000,Ordinary,,,45,40,40,50,61,34,270,0,0,0,0,1,0
1040,869,869_0,Alcremie,Alcremie,8,0.3,0.5,Fairy,,Sweet Veil,,Aroma Veil,White,0.0,100.0,0,20,Fairy,Amorphous,100,173,1000000,Ordinary,,,65,60,75,110,121,64,495,0,0,0,0,2,0
1041,870,870_0,Falinks,Falinks,8,3.0,62.0,Fighting,,Battle Armor,,Defiant,Yellow,0.0,0.0,100,25,Fairy,Mineral,45,165,1000000,Ordinary,,,65,100,100,70,60,75,470,0,2,0,0,1,0
1042,871,871_0,Pincurchin,Pincurchin,8,0.3,1.0,Electric,,Lightning Rod,,Electric Surge,Purple,50.0,50.0,0,20,Water1,Amorphous,75,152,1000000,Ordinary,,,48,101,95,91,85,15,435,0,2,0,0,0,0
1043,872,872_0,Snom,Snom,8,0.3,3.8,Ice,Bug,Shield Dust,,Ice Scales,White,50.0,50.0,0,20,Bug,,190,37,1000000,Ordinary,,,30,25,35,45,30,20,185,0,0,0,1,0,0
1044,873,873_0,Frosmoth,Frosmoth,8,1.3,42.0,Ice,Bug,Shield Dust,,Ice Scales,White,50.0,50.0,0,20,Bug,,75,166,1000000,Ordinary,,,70,65,60,125,90,65,475,0,0,0,2,0,0
1045,874,874_0,Stonjourner,Stonjourner,8,2.5,520.0,Rock,,Power Spot,,,Gray,50.0,50.0,0,25,Mineral,,60,165,1250000,Ordinary,,,100,125,135,20,20,70,470,0,0,2,0,0,0
1046,875,875_0,Eiscue,Eiscue Ice Face,8,1.4,89.0,Ice,,Ice Face,,,Blue,50.0,50.0,0,25,Water1,Ground,60,165,1250000,Ordinary,,,75,80,110,65,90,50,470,0,0,2,0,0,0
1047,875,875_1,Eiscue,Eiscue Noice Face,8,1.4,89.0,Ice,,Ice Face,,,Blue,50.0,50.0,0,25,Water1,Ground,60,165,1250000,Ordinary,,,75,80,70,65,50,130,470,0,0,2,0,0,0
1048,876,876_0,Indeedee,Indeedee Male,8,0.9,28.0,Psychic,Normal,Inner Focus,Synchronize,Psychic Surge,Purple,100.0,0.0,0,40,Fairy,,30,166,800000,Ordinary,,,60,65,55,105,95,95,475,0,0,0,2,0,0
1049,876,876_1,Indeedee,Indeedee Female,8,0.9,28.0,Psychic,Normal,Own Tempo,Synchronize,Psychic Surge,Purple,0.0,100.0,0,40,Fairy,,30,166,800000,Ordinary,,,70,55,65,95,105,85,475,0,0,0,0,2,0
1050,877,877_0,Morpeko,Morpeko Full Berry Mode,8,0.3,3.0,Electric,Dark,Hunger Switch,,,Yellow,50.0,50.0,0,10,Ground,Fairy,180,153,1000000,Ordinary,,,58,95,58,70,58,97,436,0,0,0,0,0,2
1051,877,877_1,Morpeko,Morpeko Hangry Mode,8,0.3,3.0,Electric,Dark,Hunger Switch,,,Purple,50.0,50.0,0,10,Ground,Fairy,180,153,1000000,Ordinary,,,58,95,58,70,58,97,436,0,0,0,0,0,2
1052,878,878_0,Cufant,Cufant,8,1.2,100.0,Steel,,Sheer Force,,Heavy Metal,Yellow,50.0,50.0,0,25,Ground,Mineral,190,66,1000000,Ordinary,,,72,80,49,40,49,40,330,0,1,0,0,0,0
1053,879,879_0,Copperajah,Copperajah,8,3.0,650.0,Steel,,Sheer Force,,Heavy Metal,Green,50.0,50.0,0,25,Ground,Mineral,90,175,1000000,Ordinary,,,122,130,69,80,69,30,500,0,2,0,0,0,0
1054,880,880_0,Dracozolt,Dracozolt,8,1.8,190.0,Electric,Dragon,Volt Absorb,Hustle,Sand Rush,Green,0.0,0.0,100,35,Undiscovered,,45,177,1250000,Ordinary,,,90,100,90,80,70,75,505,0,2,0,0,0,0
1055,881,881_0,Arctozolt,Arctozolt,8,2.3,150.0,Electric,Ice,Volt Absorb,Static,Slush Rush,Blue,0.0,0.0,100,35,Undiscovered,,45,177,1250000,Ordinary,,,90,100,90,90,80,55,505,0,2,0,0,0,0
1056,882,882_0,Dracovish,Dracovish,8,2.3,215.0,Water,Dragon,Water Absorb,Strong Jaw,Sand Rush,Green,0.0,0.0,100,35,Undiscovered,,45,177,1250000,Ordinary,,,90,90,100,70,80,75,505,0,0,2,0,0,0
1057,883,883_0,Arctovish,Arctovish,8,2.0,175.0,Water,Ice,Water Absorb,Ice Body,Slush Rush,Blue,0.0,0.0,100,35,Undiscovered,,45,177,1250000,Ordinary,,,90,90,100,80,90,55,505,0,0,2,0,0,0
1058,884,884_0,Duraludon,Duraludon,8,1.8,40.0,Steel,Dragon,Light Metal,Heavy Metal,Stalwart,White,50.0,50.0,0,30,Mineral,Dragon,45,187,1000000,Ordinary,,,70,95,115,120,50,85,535,0,0,0,2,0,0
1059,885,885_0,Dreepy,Dreepy,8,0.5,2.0,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,50.0,50.0,0,40,Amorphous,Dragon,45,54,1250000,Ordinary,,,28,60,30,40,30,82,270,0,0,0,0,0,1
1060,886,886_0,Drakloak,Drakloak,8,1.4,11.0,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,50.0,50.0,0,40,Amorphous,Dragon,45,144,1250000,Ordinary,,,68,80,50,60,50,102,410,0,0,0,0,0,2
1061,887,887_0,Dragapult,Dragapult,8,3.0,50.0,Dragon,Ghost,Clear Body,Infiltrator,Cursed Body,Green,50.0,50.0,0,40,Amorphous,Dragon,45,300,1250000,Ordinary,,,88,120,75,100,75,142,600,0,0,0,0,0,3
1062,888,888_0,Zacian,Zacian Hero of Many Battles,8,2.8,110.0,Fairy,,Intrepid Sword,,,Blue,0.0,0.0,100,120,Undiscovered,,10,330,1250000,Legendary,,,92,120,115,80,115,138,660,0,0,0,0,0,3
1063,888,888_1,Zacian,Zacian Crowned Sword,8,2.8,355.0,Fairy,Steel,Intrepid Sword,,,Blue,0.0,0.0,100,120,Undiscovered,,10,350,1250000,Legendary,,,92,150,115,80,115,148,700,0,0,0,0,0,3
1064,889,889_0,Zamazenta,Zamazenta Hero of Many Battles,8,2.9,210.0,Fighting,,Dauntless Shield,,,Red,0.0,0.0,100,120,Undiscovered,,10,330,1250000,Legendary,,,92,120,115,80,115,138,660,0,0,0,0,0,3
1065,889,889_1,Zamazenta,Zamazenta Crowned Shield,8,2.9,785.0,Fighting,Steel,Dauntless Shield,,,Red,0.0,0.0,100,120,Undiscovered,,10,350,1250000,Legendary,,,92,120,140,80,140,128,700,0,0,0,0,0,3
1066,890,890_0,Eternatus,Eternatus,8,20.0,950.0,Poison,Dragon,Pressure,,,Purple,0.0,0.0,100,120,Undiscovered,,255,345,1250000,Legendary,,,140,85,95,145,95,130,690,3,0,0,0,0,0
1067,890,890_1,Eternatus,Eternamax Eternatus,8,100.0,0.0,Poison,Dragon,Pressure,,,Purple,0.0,0.0,100,120,Undiscovered,,255,563,1250000,Legendary,,,255,115,250,125,250,130,1125,3,0,0,0,0,0
1068,891,891_0,Kubfu,Kubfu,8,0.6,12.0,Fighting,,Inner Focus,,No Guard,Gray,87.5,12.5,0,120,Undiscovered,,3,77,1250000,Semi-Legendary,,,60,90,60,53,50,72,385,0,1,0,0,0,0
1069,892,892_0,Urshifu,Urshifu Single Strike Style,8,1.9,105.0,Fighting,Dark,Unseen Fist,,,Gray,87.5,12.5,0,120,Undiscovered,,3,275,1250000,Semi-Legendary,,,100,130,100,63,60,97,550,0,3,0,0,0,0
1070,892,892_1,Urshifu,Urshifu Rapid Strike Style,8,1.9,105.0,Fighting,Water,Unseen Fist,,,Gray,87.5,12.5,0,120,Undiscovered,,3,275,1250000,Semi-Legendary,,,100,130,100,63,60,97,550,0,3,0,0,0,0
1071,893,893_0,Zarude,Zarude,8,1.8,70.0,Dark,Grass,Leaf Guard,,,Green,0.0,0.0,100,120,Undiscovered,,3,300,1250000,Mythical,,,105,120,105,70,95,105,600,0,3,0,0,0,0
1072,894,894_0,Regieleki,Regieleki,8,1.2,145.0,Electric,,Transistor,,,Yellow,0.0,0.0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,80,100,50,100,50,200,580,0,0,0,0,0,3
1073,895,895_0,Regidrago,Regidrago,8,2.1,200.0,Dragon,,Dragon's Maw,,,Green,0.0,0.0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,200,100,50,100,50,80,580,3,0,0,0,0,0
1074,896,896_0,Glastrier,Glastrier,8,2.2,800.0,Ice,,Chilling Neigh,,,White,0.0,0.0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,100,145,130,65,110,30,580,0,3,0,0,0,0
1075,897,897_0,Spectrier,Spectrier,8,2.0,44.5,Ghost,,Grim Neigh,,,Black,0.0,0.0,100,120,Undiscovered,,3,290,1250000,Semi-Legendary,,,100,65,60,145,80,130,580,0,0,0,3,0,0
1076,898,898_0,Calyrex,Calyrex,8,1.1,7.7,Psychic,Grass,Unnerve,,,Green,0.0,0.0,100,120,Undiscovered,,3,250,1250000,Legendary,,,100,80,80,80,80,80,500,3,0,0,0,0,0
1077,898,898_1,Calyrex,Calyrex Ice Rider,8,2.4,809.1,Psychic,Ice,As One,,,White,0.0,0.0,100,120,Undiscovered,,3,340,1250000,Legendary,,,100,165,150,85,130,50,680,0,3,0,0,0,0
1078,898,898_2,Calyrex,Calyrex Shadow Rider,8,2.4,53.6,Psychic,Ghost,As One,,,Black,0.0,0.0,100,120,Undiscovered,,3,340,1250000,Legendary,,,100,85,80,165,100,150,680,0,0,0,3,0,0
1079,899,899_0,Wyrdeer,Wyrdeer,8,1.8,95.1,Normal,Psychic,Intimidate,Frisk,Sap Sipper,White,50.0,50.0,0,20,Ground,,45,263,1250000,Ordinary,,,103,105,72,105,75,65,525,0,1,0,1,0,0
1080,900,900_0,Kleavor,Kleavor,8,1.8,89.0,Bug,Rock,Swarm,Sheer Force,Sharpness,Brown,50.0,50.0,0,20,Bug,,15,175,1000000,Ordinary,,,70,130,95,45,75,85,500,0,3,0,0,0,0
1081,901,901_0,Ursaluna,Ursaluna,8,2.4,290.0,Ground,Normal,Guts,Bulletproof,Unnerve,Brown,50.0,50.0,0,20,Ground,,20,275,1000000,Ordinary,,,130,140,105,45,80,50,550,0,3,0,0,0,0
1082,902,902_0,Basculegion,Basculegion Male,8,3.0,110.0,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,Green,100.0,0.0,0,20,Water2,,45,265,1000000,Ordinary,,,120,112,65,80,75,78,530,3,0,0,0,0,0
1083,902,902_1,Basculegion,Basculegion Felame,8,3.0,110.0,Water,Ghost,Swift Swim,Adaptability,Mold Breaker,Green,0.0,100.0,0,20,Water2,,45,265,1000000,Ordinary,,,120,92,65,100,75,78,530,3,0,0,0,0,0
1084,903,903_0,Sneasler,Sneasler,8,1.3,43.0,Fighting,Poison,Pressure,Unburden,Poison Touch,Purple,50.0,50.0,0,20,Ground,,20,102,1059860,Ordinary,,,80,130,60,40,80,120,510,0,2,0,0,0,0
1085,904,904_0,Overqwil,Overqwil,8,2.5,60.5,Dark,Poison,Poison Point,Swift Swim,Intimidate,Gray,50.0,50.0,0,20,Water2,,45,179,1000000,Ordinary,,,85,115,95,65,65,85,510,0,2,0,0,0,0
1086,905,905_0,Enamorus,Enamorus Incarnate Style,8,1.6,48.0,Fairy,Flying,Cute Charm,,Contrary,Pink,0.0,100.0,0,20,Undiscovered,,3,116,1250000,Semi-Legendary,,,74,115,70,135,80,106,580,0,0,0,3,0,0
1087,905,905_1,Enamorus,Enamorus Therian Style,8,1.6,48.0,Fairy,Flying,Overcoat,,,Pink,0.0,100.0,0,20,Undiscovered,,3,116,1250000,Semi-Legendary,,,74,115,110,135,100,46,580,0,0,0,3,0,0
1088,906,906_0,Sprigatito,Sprigatito,9,0.4,4.1,Grass,,Overgrow,,Protean,Green,87.5,12.5,0,20,Ground,Grass,45,62,1059860,Ordinary,,,40,61,54,45,45,65,310,0,0,0,0,0,1
1089,907,907_0,Floragato,Floragato,9,0.9,12.2,Grass,,Overgrow,,Protean,Green,87.5,12.5,0,20,Ground,Grass,45,144,1059860,Ordinary,,,61,80,63,60,63,83,410,0,0,0,0,0,2
1090,908,908_0,Meowscarada,Meowscarada,9,1.5,31.2,Grass,Dark,Overgrow,,Protean,Green,87.5,12.5,0,20,Ground,Grass,45,265,1059860,Ordinary,,,76,110,70,81,70,123,530,0,0,0,0,0,3
1091,909,909_0,Fuecoco,Fuecoco,9,0.4,9.8,Fire,,Blaze,,Unaware,Red,87.5,12.5,0,20,Ground,,45,62,1059860,Ordinary,,,67,45,59,63,40,36,310,1,0,0,0,0,0
1092,910,910_0,Crocalor,Crocalor,9,1.0,30.7,Fire,,Blaze,,Unaware,Red,87.5,12.5,0,20,Ground,,45,144,1059860,Ordinary,,,81,55,78,90,58,49,411,0,0,0,2,0,0
1093,911,911_0,Skeledirge,Skeledirge,9,1.6,326.5,Fire,Ghost,Blaze,,Unaware,Red,87.5,12.5,0,20,Ground,,45,265,1059860,Ordinary,,,104,75,100,110,75,66,530,0,0,0,3,0,0
1094,912,912_0,Quaxly,Quaxly,9,0.5,6.1,Water,,Torrent,,Moxie,Blue,87.5,12.5,0,20,Flying,Water1,45,62,1059860,Ordinary,,,55,65,45,50,45,50,310,0,1,0,0,0,0
1095,913,913_0,Quaxwell,Quaxwell,9,1.2,21.5,Water,,Torrent,,Moxie,Blue,87.5,12.5,0,20,Flying,Water1,45,144,1059860,Ordinary,,,70,85,65,65,60,65,410,0,2,0,0,0,0
1096,914,914_0,Quaquaval,Quaquaval,9,1.8,61.9,Water,Fighting,Torrent,,Moxie,Blue,87.5,12.5,0,20,Flying,Water1,45,265,1059860,Ordinary,,,85,120,80,85,75,85,530,0,3,0,0,0,0
1097,915,915_0,Lechonk,Lechonk,9,0.5,10.2,Normal,,Aroma Veil,Gluttony,Thick Fat,Gray,50.0,50.0,0,15,Ground,,255,51,1000000,Ordinary,,,54,45,40,35,45,35,254,1,0,0,0,0,0
1098,916,916_0,Oinkologne,Oinkologne,9,1.0,120.0,Normal,,Lingering Aroma,Gluttony,Thick Fat,Gray,100.0,0.0,0,15,Ground,,100,171,1000000,Ordinary,,,110,100,75,59,80,65,489,2,0,0,0,0,0
1099,916,916_1,Oinkologne,Oinkologne,9,1.0,120.0,Normal,,Aroma Veil,Gluttony,Thick Fat,Brown,0.0,100.0,0,15,Ground,,100,171,1000000,Ordinary,,,115,90,70,59,90,65,489,2,0,0,0,0,0
1100,917,917_0,Tarountula,Tarountula,9,0.3,4.0,Bug,,Insomnia,,Stakeout,White,50.0,50.0,0,15,Bug,,255,42,600000,Ordinary,,,35,41,45,29,40,20,210,0,0,1,0,0,0
1101,918,918_0,Spidops,Spidops,9,1.0,16.5,Bug,,Insomnia,,Stakeout,Green,50.0,50.0,0,15,Bug,,120,141,600000,Ordinary,,,60,79,92,52,86,35,404,0,0,2,0,0,0
1102,919,919_0,Nymble,Nymble,9,0.2,1.0,Bug,,Swarm,,Tinted Lens,Gray,50.0,50.0,0,20,Bug,,190,42,1000000,Ordinary,,,33,46,40,21,25,45,210,0,1,0,0,0,0
1103,920,920_0,Lokix,Lokix,9,1.0,17.5,Bug,Dark,Swarm,,Tinted Lens,Gray,50.0,50.0,0,20,Bug,,30,158,1000000,Ordinary,,,71,102,78,52,55,92,450,0,2,0,0,0,0
1104,921,921_0,Pawmi,Pawmi,9,0.3,2.5,Electric,,Static,Natural Cure,Iron Fist,Yellow,50.0,50.0,0,15,Ground,,190,48,1000000,Ordinary,,,45,50,20,40,25,60,240,0,0,0,0,0,1
1105,922,922_0,Pawmo,Pawmo,9,0.4,6.5,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,Yellow,50.0,50.0,0,15,Ground,,80,123,1000000,Ordinary,,,60,75,40,50,40,85,350,0,0,0,0,0,2
1106,923,923_0,Pawmot,Pawmot,9,0.9,41.0,Electric,Fighting,Volt Absorb,Natural Cure,Iron Fist,Yellow,50.0,50.0,0,15,Ground,,45,245,1000000,Ordinary,,,70,115,70,70,60,105,490,0,3,0,0,0,0
1107,924,924_0,Tandemaus,Tandemaus,9,0.3,1.8,Normal,,Run Away,Pickup,Own Tempo,White,0.0,0.0,100,10,Ground,Fairy,150,61,800000,Ordinary,,,50,50,45,40,45,75,305,0,0,0,0,0,1
1108,925,925_0,Maushold,Maushold Family of Three,9,0.3,2.3,Normal,,Friend Guard,Cheek Pouch,Technician,White,0.0,0.0,100,10,Ground,Fairy,75,165,800000,Ordinary,,,74,75,70,65,75,111,470,0,0,0,0,0,2
1109,925,925_1,Maushold,Maushold Family of Four,9,0.3,2.8,Normal,,Friend Guard,Cheek Pouch,Technician,White,0.0,0.0,100,10,Ground,Fairy,75,165,800000,Ordinary,,,74,75,70,65,75,111,470,0,0,0,0,0,2
1110,926,926_0,Fidough,Fidough,9,0.3,10.9,Fairy,,Own Tempo,,Klutz,Yellow,50.0,50.0,0,20,Ground,Mineral,190,62,1059860,Ordinary,,,37,55,70,30,55,65,312,0,0,0,0,0,1
1111,927,927_0,Dachsbun,Dachsbun,9,0.5,14.9,Fairy,,Well-Baked Body,,Aroma Veil,Brown,50.0,50.0,0,20,Ground,Mineral,90,167,1059860,Ordinary,,,57,80,115,50,80,95,477,0,0,0,0,0,2
1112,928,928_0,Smoliv,Smoliv,9,0.3,6.5,Grass,Normal,Early Bird,,Harvest,Green,50.0,50.0,0,20,Grass,,255,52,1059860,Ordinary,,,41,35,45,58,51,30,260,0,0,0,1,0,0
1113,929,929_0,Dolliv,Dolliv,9,0.6,11.9,Grass,Normal,Early Bird,,Harvest,Green,50.0,50.0,0,20,Grass,,120,124,1059860,Ordinary,,,52,53,60,78,78,33,354,0,0,0,2,0,0
1114,930,930_0,Arboliva,Arboliva,9,1.4,48.2,Grass,Normal,Seed Sower,,Harvest,Green,50.0,50.0,0,20,Grass,,45,255,1059860,Ordinary,,,78,69,90,125,109,39,510,0,0,0,3,0,0
1115,931,931_0,Squawkabilly,Squawkabilly Green Plumage,9,0.6,2.4,Normal,Flying,Intimidate,Guts,Guts,Green,50.0,50.0,0,15,Flying,,190,146,600000,Ordinary,,,82,96,51,45,51,92,417,0,1,0,0,0,0
1116,931,931_1,Squawkabilly,Squawkabilly Blue Plumage,9,0.6,2.4,Normal,Flying,Intimidate,Guts,Guts,Green,50.0,50.0,0,15,Flying,,190,146,600000,Ordinary,,,82,96,51,45,51,92,417,0,1,0,0,0,0
1117,931,931_2,Squawkabilly,Squawkabilly Yellow Plumage,9,0.6,2.4,Normal,Flying,Intimidate,Guts,Sheer Force,Green,50.0,50.0,0,15,Flying,,190,146,600000,Ordinary,,,82,96,51,45,51,92,417,0,1,0,0,0,0
1118,931,931_3,Squawkabilly,Squawkabilly White Plumage,9,0.6,2.4,Normal,Flying,Intimidate,Guts,Sheer Force,Green,50.0,50.0,0,15,Flying,,190,146,600000,Ordinary,,,82,96,51,45,51,92,417,0,1,0,0,0,0
1119,932,932_0,Nacli,Nacli,9,0.4,16.0,Rock,,Purifying Salt,Sturdy,Clear Body,Brown,50.0,50.0,0,20,Mineral,,255,56,1059860,Ordinary,,,55,55,75,35,35,25,280,0,0,1,0,0,0
1120,933,933_0,Naclstack,Naclstack,9,0.6,105.0,Rock,,Purifying Salt,Sturdy,Clear Body,Brown,50.0,50.0,0,20,Mineral,,120,124,1059860,Ordinary,,,60,60,100,35,65,35,355,0,0,2,0,0,0
1121,934,934_0,Garganacl,Garganacl,9,2.3,240.0,Rock,,Purifying Salt,Sturdy,Clear Body,Brown,50.0,50.0,0,20,Mineral,,45,250,1059860,Ordinary,,,100,100,130,45,90,35,500,0,0,3,0,0,0
1122,935,935_0,Charcadet,Charcadet,9,0.6,10.5,Fire,,Flash Fire,,Flame Body,Red,50.0,50.0,0,35,Human-Like,,90,51,1250000,Ordinary,,,40,50,40,50,40,35,255,0,0,0,1,0,0
1123,936,936_0,Armarouge,Armarouge,9,1.5,85.0,Fire,Psychic,Flash Fire,,Weak Armor,Red,50.0,50.0,0,35,Human-Like,,25,263,1250000,Ordinary,,,85,60,100,125,80,75,525,0,0,0,2,0,0
1124,937,937_0,Ceruledge,Ceruledge,9,1.6,62.0,Fire,Ghost,Flash Fire,,Weak Armor,Blue,50.0,50.0,0,35,Human-Like,,25,263,1250000,Ordinary,,,75,125,80,60,100,85,525,0,2,0,0,0,0
1125,938,938_0,Tadbulb,Tadbulb,9,0.3,0.4,Electric,,Own Tempo,Static,Damp,Yellow,50.0,50.0,0,20,Water1,,190,54,1000000,Ordinary,,,61,31,41,59,35,45,272,1,0,0,0,0,0
1126,939,939_0,Bellibolt,Bellibolt,9,1.2,113.0,Electric,,Electromorphosis,Static,Damp,Green,50.0,50.0,0,20,Water1,,50,173,1000000,Ordinary,,,109,64,91,103,83,45,495,2,0,0,0,0,0
1127,940,940_0,Wattrel,Wattrel,9,0.4,3.6,Electric,Flying,Wind Power,Volt Absorb,Competitive,Black,50.0,50.0,0,20,Water1,Flying,180,56,1059860,Ordinary,,,40,40,35,55,40,70,280,0,0,0,0,0,1
1128,941,941_0,Kilowattrel,Kilowattrel,9,1.4,38.6,Electric,Flying,Wind Power,Volt Absorb,Competitive,Yellow,50.0,50.0,0,20,Water1,Flying,90,172,1059860,Ordinary,,,70,70,60,105,60,125,490,0,0,0,0,0,2
1129,942,942_0,Maschiff,Maschiff,9,0.5,16.0,Dark,,Intimidate,Run Away,Stakeout,Brown,50.0,50.0,0,20,Ground,,150,68,1059860,Ordinary,,,60,78,60,40,51,51,340,0,1,0,0,0,0
1130,943,943_0,Mabosstiff,Mabosstiff,9,1.1,61.0,Dark,,Intimidate,Guard Dog,Stakeout,Gray,50.0,50.0,0,20,Ground,,75,177,1059860,Ordinary,,,80,120,90,60,70,85,505,0,2,0,0,0,0
1131,944,944_0,Shroodle,Shroodle,9,0.2,0.7,Poison,Normal,Unburden,Pickpocket,Prankster,Gray,50.0,50.0,0,20,Ground,,190,58,1059860,Ordinary,,,40,65,35,40,35,75,290,0,0,0,0,0,1
1132,945,945_0,Grafaiai,Grafaiai,9,0.7,27.2,Poison,Normal,Unburden,Poison Touch,Prankster,Gray,50.0,50.0,0,20,Ground,,90,170,1059860,Ordinary,,,63,95,65,80,72,110,485,0,0,0,0,0,2
1133,946,946_0,Bramblin,Bramblin,9,0.6,0.6,Grass,Ghost,Wind Rider,,Infiltrator,Brown,50.0,50.0,0,20,Grass,,190,55,1000000,Ordinary,,,40,65,30,45,35,60,275,0,1,0,0,0,0
1134,947,947_0,Brambleghast,Brambleghast,9,1.2,6.0,Grass,Ghost,Wind Rider,,Infiltrator,Brown,50.0,50.0,0,20,Grass,,45,168,1000000,Ordinary,,,55,115,70,80,70,90,480,0,2,0,0,0,0
1135,948,948_0,Toedscool,Toedscool,9,0.9,33.0,Ground,Grass,Mycelium Might,,,Yellow,50.0,50.0,0,20,Grass,,190,67,1059860,Ordinary,,,40,40,35,50,100,70,335,0,0,0,0,1,0
1136,949,949_0,Toedscruel,Toedscruel,9,1.9,58.0,Ground,Grass,Mycelium Might,,,Black,50.0,50.0,0,20,Grass,,90,180,1059860,Ordinary,,,80,70,65,80,120,100,515,0,0,0,0,2,0
1137,950,950_0,Klawf,Klawf,9,1.3,79.0,Rock,,Anger Shell,Shell Armor,Regenerator,Red,50.0,50.0,0,35,Water3,,120,158,1000000,Ordinary,,,70,100,115,35,55,75,450,0,0,2,0,0,0
